"PWS ID","PWS Name","EPA Region","Primacy Agency","PWS Type","Primacy Type","Primary Source","Activity Status","Deactivation Date","Population Served Count","Rule Name","Violation Code","Violation Type","Violation Category Code","Is Health Based","Contaminant Name","Compliance Period Begin Date","Compliance Period End Date","Compliance Status","RTC Date","Enforcement Action Type Code","Enforcement Action Description","Is Major Violation","Severity Indicator Count","Public Notification Tier","Violation First Reported Date"
"VT0005417","BRANDON FIRE DISTRICT 2","Region 1","Vermont","Community water system","State","Ground water","Active","-","98","Lead and Copper Rule","57","OCCT/SOWT Study/Recommendation","TT","Y","Lead and Copper Rule","16-OCT-2010","-","Returned to Compliance","15-JUN-2015","SOX","State Compliance achieved","-","-","2","04-MAY-2011"
"VT0020398","VISHAY TANSITOR","Region 1","Vermont","Non-Transient non-community system","State","Ground water","Active","-","130","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-OCT-2010","-","Returned to Compliance","07-FEB-2017","SOX","State Compliance achieved","-","-","3","11-FEB-2011"
"VT0005243","SOUTH WALLINGFORD WATER CO","Region 1","Vermont","Community water system","State","Ground water","Active","-","63","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-OCT-2010","-","Returned to Compliance","10-FEB-2012","SOX","State Compliance achieved","-","-","3","11-FEB-2011"
"VT0005621","CHARETTE WATER SYSTEM","Region 1","Vermont","Community water system","State","Surface water purchased","Active","-","37","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-OCT-2010","-","Returned to Compliance","24-AUG-2012","SOX","State Compliance achieved","-","-","3","11-FEB-2011"
"VT0020820","GREEN LANTERN MHP","Region 1","Vermont","Community water system","State","Surface water purchased","Inactive","11-AUG-2016","144","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-OCT-2010","-","Returned to Compliance","29-JUL-2014","SOX","State Compliance achieved","-","-","3","11-FEB-2011"
"VT0005044","SOUTH RYEGATE WATER COOP","Region 1","Vermont","Community water system","State","Ground water","Inactive","18-JUN-2013","25","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-OCT-2010","-","Returned to Compliance","08-AUG-2012","SOX","State Compliance achieved","-","-","3","11-FEB-2011"
"VT0020545","HIGHLITE INDUSTRIAL PARK","Region 1","Vermont","Non-Transient non-community system","State","Ground water","Inactive","01-APR-2012","67","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-OCT-2010","-","System Inactive","01-APR-2012","SO0","State no longer subject to Rule","-","-","3","11-FEB-2011"
"VT0006623","GRAMMAR SCHOOL INC","Region 1","Vermont","Non-Transient non-community system","State","Ground water","Active","-","126","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-OCT-2010","-","Returned to Compliance","07-FEB-2017","SOX","State Compliance achieved","-","-","3","11-FEB-2011"
"VT0006696","WAITS RIVER VALLEY SCHOOL","Region 1","Vermont","Non-Transient non-community system","State","Ground water","Active","-","280","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-OCT-2010","-","Returned to Compliance","11-JAN-2011","SOX","State Compliance achieved","-","-","3","11-FEB-2011"
"VT0006665","POWNAL ELEMENTARY SCHOOL","Region 1","Vermont","Non-Transient non-community system","State","Ground water","Active","-","368","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-OCT-2010","-","Returned to Compliance","22-APR-2015","SOX","State Compliance achieved","-","-","3","11-FEB-2011"
"VT0006721","CHARLOTTE CENTRAL SCHOOL","Region 1","Vermont","Non-Transient non-community system","State","Ground water","Active","-","550","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-OCT-2010","-","Returned to Compliance","20-JUN-2012","SOX","State Compliance achieved","-","-","3","11-FEB-2011"
"VT0005310","WILMINGTON WATER DIST","Region 1","Vermont","Community water system","State","Surface water","Active","-","1,400","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-OCT-2010","-","Returned to Compliance","07-FEB-2017","SOX","State Compliance achieved","-","-","3","11-FEB-2011"
"VT0020818","KILLINGTON OUTFITTERS","Region 1","Vermont","Non-Transient non-community system","State","Ground water","Active","-","170","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-OCT-2010","-","Returned to Compliance","07-DEC-2011","SOX","State Compliance achieved","-","-","3","11-FEB-2011"
"VT0021182","APPLEJACK ART PARTNERS INC","Region 1","Vermont","Non-Transient non-community system","State","Ground water","Active","-","75","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-OCT-2010","-","Returned to Compliance","07-FEB-2017","SOX","State Compliance achieved","-","-","3","11-FEB-2011"
"VT0005006","BROOKSIDE MHP","Region 1","Vermont","Community water system","State","Ground water","Active","-","135","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-OCT-2010","-","Returned to Compliance","07-NOV-2011","SOX","State Compliance achieved","-","-","3","11-FEB-2011"
"VT0005199","GREENSBORO BEND FIRE DISTRICT #2","Region 1","Vermont","Community water system","State","Ground water","Active","-","71","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-OCT-2010","-","Returned to Compliance","07-FEB-2017","SOX","State Compliance achieved","-","-","3","11-FEB-2011"
"VT0005600","GLEN RUN CONDOMINIUM","Region 1","Vermont","Community water system","State","Ground water","Active","-","95","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-OCT-2010","-","Returned to Compliance","07-FEB-2017","SOX","State Compliance achieved","-","-","3","11-FEB-2011"
"VT0006634","GUILFORD CENTRAL SCHOOL","Region 1","Vermont","Non-Transient non-community system","State","Ground water","Active","-","301","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-OCT-2010","-","Returned to Compliance","07-FEB-2017","SOX","State Compliance achieved","-","-","3","11-FEB-2011"
"VT0005085","LARNED WATER SYSTEM","Region 1","Vermont","Community water system","State","Ground water","Inactive","05-MAY-2011","155","Lead and Copper Rule","51","Initial Tap Sampling for Pb and Cu","MR","N","Lead and Copper Rule","01-JUL-2010","-","System Inactive","05-MAY-2011","SO0","State no longer subject to Rule","-","-","3","10-NOV-2010"
"VT0021076","BURDICK MHP","Region 1","Vermont","Community water system","State","Ground water purchased","Active","-","25","Lead and Copper Rule","51","Initial Tap Sampling for Pb and Cu","MR","N","Lead and Copper Rule","01-JUL-2010","-","Returned to Compliance","23-JUL-2015","SOX","State Compliance achieved","-","-","3","10-NOV-2010"
"VT0021241","BRIERWOOD MHP","Region 1","Vermont","Community water system","State","Surface water purchased","Inactive","14-NOV-2013","85","Lead and Copper Rule","51","Initial Tap Sampling for Pb and Cu","MR","N","Lead and Copper Rule","01-JUL-2010","-","System Inactive","14-NOV-2013","SO0","State no longer subject to Rule","-","-","3","10-NOV-2010"
"VT0021261","SHALLOWBROOK OWNERS ASSOCIATION INC","Region 1","Vermont","Community water system","State","Ground water","Changed from public to non-public","03-DEC-2010","22","Lead and Copper Rule","51","Initial Tap Sampling for Pb and Cu","MR","N","Lead and Copper Rule","01-JUL-2010","-","Returned to Compliance","07-FEB-2011","SO0","State no longer subject to Rule","-","-","3","16-AUG-2011"
"VT0020919","ORCHARD VALLEY SCHOOL","Region 1","Vermont","Non-Transient non-community system","State","Ground water","Active","-","175","Lead and Copper Rule","51","Initial Tap Sampling for Pb and Cu","MR","N","Lead and Copper Rule","01-JUL-2010","-","Returned to Compliance","05-JAN-2017","SOX","State Compliance achieved","-","-","3","10-NOV-2010"
"VT0021260","KINDLE FARM CHILDRENS SERVICE-708","Region 1","Vermont","Non-Transient non-community system","State","Ground water","Inactive","15-DEC-2010","54","Lead and Copper Rule","51","Initial Tap Sampling for Pb and Cu","MR","N","Lead and Copper Rule","01-JUL-2010","-","System Inactive","15-DEC-2010","SOX","State Compliance achieved","-","-","3","10-NOV-2010"
"VT0021199","NOTCHBROOK III","Region 1","Vermont","Community water system","State","Ground water","Active","-","39","Lead and Copper Rule","57","OCCT/SOWT Study/Recommendation","TT","Y","Lead and Copper Rule","02-APR-2010","-","Returned to Compliance","16-NOV-2010","SOX","State Compliance achieved","-","-","2","18-AUG-2010"
"VT0005207","WESTFIELD FIRE DISTRICT 1","Region 1","Vermont","Community water system","State","Ground water","Active","-","120","Lead and Copper Rule","56","Initial, Follow-up, or Routine Source Water M/R","MR","N","Lead and Copper Rule","02-APR-2010","-","Returned to Compliance","20-OCT-2010","SOX","State Compliance achieved","-","-","3","18-AUG-2010"
"VT0021199","NOTCHBROOK III","Region 1","Vermont","Community water system","State","Ground water","Active","-","39","Lead and Copper Rule","56","Initial, Follow-up, or Routine Source Water M/R","MR","N","Lead and Copper Rule","02-APR-2010","-","Returned to Compliance","16-NOV-2010","SOX","State Compliance achieved","-","-","3","18-AUG-2010"
"VT0005238","PICO VILLAGE WATER CORP","Region 1","Vermont","Community water system","State","Ground water","Active","-","89","Lead and Copper Rule","65","Public Education","TT","Y","Lead and Copper Rule","28-FEB-2010","-","Returned to Compliance","18-JUL-2016","SOX","State Compliance achieved","-","-","2","04-MAY-2011"
"VT0021076","BURDICK MHP","Region 1","Vermont","Community water system","State","Ground water purchased","Active","-","25","Lead and Copper Rule","51","Initial Tap Sampling for Pb and Cu","MR","N","Lead and Copper Rule","01-JAN-2010","-","Returned to Compliance","23-JUL-2015","SOX","State Compliance achieved","-","-","3","11-MAY-2010"
"VT0021179","STRATTON MOUNTAIN MAINTENANCE BUILDING","Region 1","Vermont","Non-Transient non-community system","State","Ground water","Inactive","04-NOV-2014","30","Lead and Copper Rule","51","Initial Tap Sampling for Pb and Cu","MR","N","Lead and Copper Rule","01-JAN-2010","-","Returned to Compliance","25-APR-2011","SOX","State Compliance achieved","-","-","3","11-MAY-2010"
"VT0005051","CATAMOUNT BOLTON WATER AND SEWER","Region 1","Vermont","Community water system","State","Ground water","Active","-","1,030","Lead and Copper Rule","65","Public Education","TT","Y","Lead and Copper Rule","01-JAN-2010","-","Returned to Compliance","19-FEB-2010","SOX","State Compliance achieved","-","-","2","11-MAY-2010"
"VT0021241","BRIERWOOD MHP","Region 1","Vermont","Community water system","State","Surface water purchased","Inactive","14-NOV-2013","85","Lead and Copper Rule","51","Initial Tap Sampling for Pb and Cu","MR","N","Lead and Copper Rule","01-JAN-2010","-","System Inactive","14-NOV-2013","SO0","State no longer subject to Rule","-","-","3","11-MAY-2010"
"VT0005085","LARNED WATER SYSTEM","Region 1","Vermont","Community water system","State","Ground water","Inactive","05-MAY-2011","155","Lead and Copper Rule","51","Initial Tap Sampling for Pb and Cu","MR","N","Lead and Copper Rule","01-JAN-2010","-","System Inactive","05-MAY-2011","SO0","State no longer subject to Rule","-","-","3","11-MAY-2010"
"VT0005115","EAST BERKSHIRE FIRE DISTRICT 1","Region 1","Vermont","Community water system","State","Groundwater under influence of surface water","Active","-","184","Lead and Copper Rule","51","Initial Tap Sampling for Pb and Cu","MR","N","Lead and Copper Rule","01-JAN-2010","-","Returned to Compliance","26-APR-2011","SOX","State Compliance achieved","-","-","3","11-MAY-2010"
"VT0005076","HUNTINGTON FIRE DISTRICT 1","Region 1","Vermont","Community water system","State","Ground water","Active","-","120","Lead and Copper Rule","57","OCCT/SOWT Study/Recommendation","TT","Y","Lead and Copper Rule","01-DEC-2009","-","Returned to Compliance","16-NOV-2010","SOX","State Compliance achieved","-","-","2","11-MAY-2010"
"VT0005207","WESTFIELD FIRE DISTRICT 1","Region 1","Vermont","Community water system","State","Ground water","Active","-","120","Lead and Copper Rule","57","OCCT/SOWT Study/Recommendation","TT","Y","Lead and Copper Rule","21-OCT-2009","-","Returned to Compliance","20-OCT-2010","SOX","State Compliance achieved","-","-","2","11-MAY-2010"
"VT0005517","POWNAL FIRE DISTRICT 3","Region 1","Vermont","Community water system","State","Ground water purchased","Active","-","60","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-OCT-2009","-","Returned to Compliance","27-APR-2011","SOX","State Compliance achieved","-","-","3","12-FEB-2010"
"VT0005160","MORRISVILLE WATER AND LIGHT","Region 1","Vermont","Community water system","State","Ground water","Active","-","2,935","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-OCT-2009","-","Returned to Compliance","05-FEB-2010","SOX","State Compliance achieved","-","-","3","12-FEB-2010"
"VT0005623","SNOW MOUNTAIN VILLAGE","Region 1","Vermont","Community water system","State","Ground water","Active","-","210","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-OCT-2009","-","Returned to Compliance","05-FEB-2010","SOX","State Compliance achieved","-","-","3","12-FEB-2010"
"VT0005247","WEBSTERVILLE FIRE DISTRICT 3","Region 1","Vermont","Community water system","State","Surface water","Active","-","367","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-OCT-2009","-","Returned to Compliance","05-FEB-2010","SOX","State Compliance achieved","-","-","3","12-FEB-2010"
"VT0006745","WESTFORD ELEMENTARY SCHOOL","Region 1","Vermont","Non-Transient non-community system","State","Ground water","Active","-","275","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-OCT-2009","-","Returned to Compliance","26-APR-2011","SOX","State Compliance achieved","-","-","3","12-FEB-2010"
"VT0005003","EAST MIDDLEBURY FD 1","Region 1","Vermont","Community water system","State","Ground water","Active","-","642","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-OCT-2009","-","Returned to Compliance","27-APR-2011","SOX","State Compliance achieved","-","-","3","12-FEB-2010"
"VT0005207","WESTFIELD FIRE DISTRICT 1","Region 1","Vermont","Community water system","State","Ground water","Active","-","120","Lead and Copper Rule","53","Water Quality Parameter M/R","MR","N","Lead and Copper Rule","01-OCT-2009","31-DEC-2009","Returned to Compliance","16-NOV-2010","SOX","State Compliance achieved","-","-","3","11-MAY-2010"
"VT0006765","EDEN CENTRAL SCHOOL","Region 1","Vermont","Non-Transient non-community system","State","Ground water","Active","-","180","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-OCT-2009","-","Returned to Compliance","27-APR-2011","SOX","State Compliance achieved","-","-","3","12-FEB-2010"
"VT0005119","EAST FAIRFIELD FIRE DISTRICT 1","Region 1","Vermont","Community water system","State","Ground water","Active","-","184","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-OCT-2009","-","Returned to Compliance","26-APR-2011","SOX","State Compliance achieved","-","-","3","12-FEB-2010"
"VT0005559","NORTHBROOK COUNTRY ESTATES","Region 1","Vermont","Community water system","State","Ground water","Inactive","03-FEB-2012","60","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-OCT-2009","-","Returned to Compliance","26-APR-2011","SOX","State Compliance achieved","-","-","3","12-FEB-2010"
"VT0021110","WELCH PARK ASSOCIATION (FAIR POINT COMM)","Region 1","Vermont","Non-Transient non-community system","State","Ground water","Active","-","60","Lead and Copper Rule","51","Initial Tap Sampling for Pb and Cu","MR","N","Lead and Copper Rule","01-JUL-2009","-","Returned to Compliance","27-APR-2011","SOX","State Compliance achieved","-","-","3","09-NOV-2009"
"VT0021085","NORTH COUNTRY CAREER CENTER LAND LAB","Region 1","Vermont","Non-Transient non-community system","State","Ground water","Active","-","80","Lead and Copper Rule","51","Initial Tap Sampling for Pb and Cu","MR","N","Lead and Copper Rule","01-JUL-2009","-","Returned to Compliance","09-MAR-2010","SOX","State Compliance achieved","-","-","3","09-NOV-2009"
"VT0020873","CAMERON PROPERTY","Region 1","Vermont","Non-Transient non-community system","State","Ground water","Active","-","155","Lead and Copper Rule","51","Initial Tap Sampling for Pb and Cu","MR","N","Lead and Copper Rule","01-JUL-2009","-","Returned to Compliance","27-SEP-2010","SOX","State Compliance achieved","-","-","3","09-NOV-2009"
"VT0021179","STRATTON MOUNTAIN MAINTENANCE BUILDING","Region 1","Vermont","Non-Transient non-community system","State","Ground water","Inactive","04-NOV-2014","30","Lead and Copper Rule","51","Initial Tap Sampling for Pb and Cu","MR","N","Lead and Copper Rule","01-JUL-2009","-","Returned to Compliance","25-APR-2011","SOX","State Compliance achieved","-","-","3","09-NOV-2009"
"VT0021076","BURDICK MHP","Region 1","Vermont","Community water system","State","Ground water purchased","Active","-","25","Lead and Copper Rule","51","Initial Tap Sampling for Pb and Cu","MR","N","Lead and Copper Rule","01-JUL-2009","-","Returned to Compliance","23-JUL-2015","SOX","State Compliance achieved","-","-","3","09-NOV-2009"
"VT0005085","LARNED WATER SYSTEM","Region 1","Vermont","Community water system","State","Ground water","Inactive","05-MAY-2011","155","Lead and Copper Rule","51","Initial Tap Sampling for Pb and Cu","MR","N","Lead and Copper Rule","01-JUL-2009","-","System Inactive","05-MAY-2011","SO0","State no longer subject to Rule","-","-","3","09-NOV-2009"
"VT0021241","BRIERWOOD MHP","Region 1","Vermont","Community water system","State","Surface water purchased","Inactive","14-NOV-2013","85","Lead and Copper Rule","51","Initial Tap Sampling for Pb and Cu","MR","N","Lead and Copper Rule","01-JUL-2009","-","System Inactive","14-NOV-2013","SO0","State no longer subject to Rule","-","-","3","09-NOV-2009"
"VT0006061","OTTER VALLEY USD  8","Region 1","Vermont","Non-Transient non-community system","State","Ground water","Active","-","830","Lead and Copper Rule","57","OCCT/SOWT Study/Recommendation","TT","Y","Lead and Copper Rule","02-MAY-2009","-","Returned to Compliance","20-JUN-2012","SOX","State Compliance achieved","-","-","2","18-MAY-2011"
"VT0005541","SUNTEC FOREST CONDOMINIUM","Region 1","Vermont","Community water system","State","Ground water","Active","-","312","Lead and Copper Rule","57","OCCT/SOWT Study/Recommendation","TT","Y","Lead and Copper Rule","02-MAY-2009","-","Returned to Compliance","03-FEB-2011","SOX","State Compliance achieved","-","-","2","11-MAY-2010"
"VT0005168","STOWE F D 2 GOLD BROOK CIRCLE","Region 1","Vermont","Community water system","State","Ground water","Active","-","86","Lead and Copper Rule","57","OCCT/SOWT Study/Recommendation","TT","Y","Lead and Copper Rule","15-APR-2009","-","Returned to Compliance","27-MAR-2013","SOX","State Compliance achieved","-","-","2","11-MAY-2010"
"VT0008340","ETHAN ALLEN WATER SYSTEM","Region 1","Vermont","Non-Transient non-community system","State","Ground water","Inactive","16-FEB-2011","100","Lead and Copper Rule","57","OCCT/SOWT Study/Recommendation","TT","Y","Lead and Copper Rule","13-MAR-2009","-","System Inactive","16-FEB-2011","SO0","State no longer subject to Rule","-","-","2","04-MAY-2011"
"VT0020991","ALLEN POINT WATER SYSTEM","Region 1","Vermont","Community water system","State","Surface water purchased","Inactive","12-MAR-2009","33","Lead and Copper Rule","51","Initial Tap Sampling for Pb and Cu","MR","N","Lead and Copper Rule","13-MAR-2009","-","System Inactive","12-MAR-2009","SO0","State no longer subject to Rule","-","-","3","09-NOV-2009"
"VT0008340","ETHAN ALLEN WATER SYSTEM","Region 1","Vermont","Non-Transient non-community system","State","Ground water","Inactive","16-FEB-2011","100","Lead and Copper Rule","56","Initial, Follow-up, or Routine Source Water M/R","MR","N","Lead and Copper Rule","13-MAR-2009","-","System Inactive","16-FEB-2011","SO0","State no longer subject to Rule","-","-","3","04-MAY-2011"
"VT0008340","ETHAN ALLEN WATER SYSTEM","Region 1","Vermont","Non-Transient non-community system","State","Ground water","Inactive","16-FEB-2011","100","Lead and Copper Rule","53","Water Quality Parameter M/R","MR","N","Lead and Copper Rule","01-JAN-2009","31-DEC-2009","System Inactive","16-FEB-2011","SO0","State no longer subject to Rule","-","-","3","04-MAY-2011"
"VT0005541","SUNTEC FOREST CONDOMINIUM","Region 1","Vermont","Community water system","State","Ground water","Active","-","312","Lead and Copper Rule","65","Public Education","TT","Y","Lead and Copper Rule","01-JAN-2009","-","Returned to Compliance","03-FEB-2011","SOX","State Compliance achieved","-","-","2","11-MAY-2010"
"VT0020814","GRACE ELIZABETH MINISTRY CENTER","Region 1","Vermont","Community water system","State","Ground water","Active","-","54","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-NOV-2008","-","Returned to Compliance","07-FEB-2017","SOX","State Compliance achieved","-","-","3","12-FEB-2010"
"VT0005156","JOHNSON VILLAGE WATER DEPT","Region 1","Vermont","Community water system","State","Ground water","Active","-","1,350","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-OCT-2008","-","Returned to Compliance","15-DEC-2008","SOX","State Compliance achieved","-","-","3","11-FEB-2009"
"VT0005308","NORTH WESTMINSTER WATER COOP","Region 1","Vermont","Community water system","State","Groundwater under influence of surface water","Inactive","11-DEC-2008","70","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-OCT-2008","-","System Inactive","11-DEC-2008","SO0","State no longer subject to Rule","-","-","3","12-FEB-2010"
"VT0020757","SUNSET LAKE VILLA MHP","Region 1","Vermont","Community water system","State","Ground water purchased","Inactive","23-APR-2013","147","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-OCT-2008","-","System Inactive","23-APR-2013","SO0","State no longer subject to Rule","-","-","3","12-FEB-2010"
"VT0020820","GREEN LANTERN MHP","Region 1","Vermont","Community water system","State","Surface water purchased","Inactive","11-AUG-2016","144","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-OCT-2008","-","Returned to Compliance","29-JUL-2014","SOX","State Compliance achieved","-","-","3","12-FEB-2010"
"VT0005044","SOUTH RYEGATE WATER COOP","Region 1","Vermont","Community water system","State","Ground water","Inactive","18-JUN-2013","25","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-OCT-2008","-","Returned to Compliance","08-AUG-2012","SOX","State Compliance achieved","-","-","3","12-FEB-2010"
"VT0021021","BERLIN PROFESSIONAL OFFICES","Region 1","Vermont","Non-Transient non-community system","State","Ground water","Changed from public to non-public","30-JAN-2017","140","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-OCT-2008","-","System Inactive","30-JAN-2017","SO8","State Other","-","-","3","11-FEB-2009"
"VT0020475","BLUE CROSS BLUE SHIELD OF VERMONT","Region 1","Vermont","Non-Transient non-community system","State","Ground water","Changed from public to non-public","09-JAN-2017","350","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-OCT-2008","-","Returned to Compliance","27-APR-2011","SOX","State Compliance achieved","-","-","3","12-FEB-2010"
"VT0005542","SNOWTREE CONDOMINIUM","Region 1","Vermont","Community water system","State","Ground water","Active","-","302","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-OCT-2008","-","Returned to Compliance","27-APR-2011","SOX","State Compliance achieved","-","-","3","12-FEB-2010"
"VT0020731","MOUNTAIN PARK","Region 1","Vermont","Non-Transient non-community system","State","Ground water","Active","-","679","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-OCT-2008","-","Returned to Compliance","27-SEP-2010","SOX","State Compliance achieved","-","-","3","12-FEB-2010"
"VT0020908","ADDISON COUNTY HOME HEALTH AND HOSPICE","Region 1","Vermont","Non-Transient non-community system","State","Ground water","Active","-","115","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-OCT-2008","-","Returned to Compliance","31-DEC-2010","SOX","State Compliance achieved","-","-","3","11-FEB-2009"
"VT0020905","CAMBRIDGE CHILDRENS SCHOOL","Region 1","Vermont","Non-Transient non-community system","State","Ground water","Inactive","11-JUN-2010","44","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-OCT-2008","-","Returned to Compliance","10-FEB-2010","SOX","State Compliance achieved","-","-","3","11-FEB-2009"
"VT0005153","HYDE PARK FIRE DISTRICT 1","Region 1","Vermont","Community water system","State","Ground water","Active","-","275","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-OCT-2008","-","Returned to Compliance","15-DEC-2008","SOX","State Compliance achieved","-","-","3","11-FEB-2009"
"VT0020874","AGRI-MARK WAITSFIELD","Region 1","Vermont","Non-Transient non-community system","State","Ground water","Active","-","180","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-OCT-2008","-","Open","-","SO8","State Other","-","-","3","11-FEB-2009"
"VT0005199","GREENSBORO BEND FIRE DISTRICT #2","Region 1","Vermont","Community water system","State","Ground water","Active","-","71","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-OCT-2008","-","Returned to Compliance","26-APR-2011","SOX","State Compliance achieved","-","-","3","12-FEB-2010"
"VT0005243","SOUTH WALLINGFORD WATER CO","Region 1","Vermont","Community water system","State","Ground water","Active","-","63","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-OCT-2008","-","Returned to Compliance","10-FEB-2012","SOX","State Compliance achieved","-","-","3","12-FEB-2010"
"VT0020721","METTAWEE COMMUNITY SCHOOL","Region 1","Vermont","Non-Transient non-community system","State","Ground water","Active","-","352","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-OCT-2008","-","Returned to Compliance","17-MAR-2011","SOX","State Compliance achieved","-","-","3","12-FEB-2010"
"VT0005139","GRAND ISLE FIRE DISTRICT 4","Region 1","Vermont","Community water system","State","Surface water","Active","-","1,063","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-OCT-2008","-","Returned to Compliance","12-DEC-2008","SOX","State Compliance achieved","-","-","3","11-FEB-2009"
"VT0020729","VT TECH ENTERPRISE CENTER  WATER SYSTEM","Region 1","Vermont","Non-Transient non-community system","State","Ground water","Inactive","06-NOV-2009","50","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-OCT-2008","-","System Inactive","06-NOV-2009","SO0","State no longer subject to Rule","-","-","3","12-FEB-2010"
"VT0006729","CONCORD SCHOOL","Region 1","Vermont","Non-Transient non-community system","State","Ground water","Active","-","175","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-OCT-2008","-","Returned to Compliance","26-APR-2011","SOX","State Compliance achieved","-","-","3","12-FEB-2010"
"VT0020958","LINDALE MHP","Region 1","Vermont","Community water system","State","Ground water purchased","Active","-","179","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-OCT-2008","-","Returned to Compliance","27-APR-2011","SOX","State Compliance achieved","-","-","3","11-FEB-2009"
"VT0005181","THETFORD WATER COOP INC","Region 1","Vermont","Community water system","State","Ground water","Active","-","115","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-OCT-2008","-","Open","-","SO8","State Other","-","-","3","11-FEB-2009"
